strategy,n_clients,backend,client_bool,client_num,metric,metric_value,timestamp,round
FedAvgM,5,torch,False,4,cpu_utilization_fit,53.3,2023-11-26 13:28:55,11
FedAvgM,5,torch,False,4,cpu_utilization_fit,53.3,2023-11-26 13:28:55,11
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,54.4,2023-11-26 13:29:52,12
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,54.4,2023-11-26 13:29:52,12
FedAvgM,5,torch,False,4,cpu_utilization_fit,53.4,2023-11-26 13:30:24,13
FedAvgM,5,torch,False,4,cpu_utilization_fit,53.4,2023-11-26 13:30:24,13
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,46.3,2023-11-26 13:31:22,14
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,46.3,2023-11-26 13:31:22,14
FedAvgM,5,torch,False,4,cpu_utilization_fit,54.3,2023-11-26 13:31:43,15
FedAvgM,5,torch,False,4,cpu_utilization_fit,54.3,2023-11-26 13:31:43,15
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,54.0,2023-11-26 13:32:23,16
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,54.0,2023-11-26 13:32:23,16
FedAvgM,5,torch,False,4,cpu_utilization_fit,50.8,2023-11-26 13:32:46,17
FedAvgM,5,torch,False,4,cpu_utilization_fit,50.8,2023-11-26 13:32:46,17
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,54.0,2023-11-26 13:33:25,18
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,54.0,2023-11-26 13:33:25,18
FedAvgM,5,torch,False,4,cpu_utilization_fit,54.1,2023-11-26 13:33:46,19
FedAvgM,5,torch,False,4,cpu_utilization_fit,54.1,2023-11-26 13:33:46,19
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,50.9,2023-11-26 13:34:26,20
FedAvgM,5,torch,False,4,cpu_utilization_evaluate,50.9,2023-11-26 13:34:26,20
FedAvgM,5,torch,False,,fit_progress_round_1, 2.187605381011963, 48.505371046999926,1
FedAvgM,5,torch,False,,fit_progress_round_1,0.5941239595413208, 48.505371046999926,1
FedAvgM,5,torch,False,,fit_progress_round_2, 1.850767731666565, 118.05151300400007,2
FedAvgM,5,torch,False,,fit_progress_round_2,0.5876984000205994, 118.05151300400007,2
FedAvgM,5,torch,False,,fit_progress_round_3, 1.4486074447631836, 207.33261434700012,3
FedAvgM,5,torch,False,,fit_progress_round_3,0.5881481766700745, 207.33261434700012,3
FedAvgM,5,torch,False,,fit_progress_round_4, 1.115225076675415, 276.9487503140001,4
FedAvgM,5,torch,False,,fit_progress_round_4,0.5942708253860474, 276.9487503140001,4
FedAvgM,5,torch,False,,fit_progress_round_5, 0.8155354261398315, 356.8830190430001,5
FedAvgM,5,torch,False,,fit_progress_round_5,0.6039215922355652, 356.8830190430001,5
FedAvgM,5,torch,False,,fit_progress_round_6, 0.7351716160774231, 436.7469590390001,6
FedAvgM,5,torch,False,,fit_progress_round_6,0.6142746806144714, 436.7469590390001,6
FedAvgM,5,torch,False,,fit_progress_round_7, 0.6965799927711487, 526.011074404,7
FedAvgM,5,torch,False,,fit_progress_round_7,0.6234649419784546, 526.011074404,7
FedAvgM,5,torch,False,,fit_progress_round_8, 0.597144365310669, 587.024809083,8
FedAvgM,5,torch,False,,fit_progress_round_8,0.6334027647972107, 587.024809083,8
FedAvgM,5,torch,False,,fit_progress_round_9, 0.5774226188659668, 648.584592898,9
FedAvgM,5,torch,False,,fit_progress_round_9,0.6423941850662231, 648.584592898,9
FedAvgM,5,torch,False,,fit_progress_round_10, 0.5735964775085449, 709.967490235,10
FedAvgM,5,torch,False,,fit_progress_round_10,0.6513257622718811, 709.967490235,10
FedAvgM,5,torch,False,,losses_distributed_round_1,2.187605381011963,,1
FedAvgM,5,torch,False,,losses_distributed_round_2,1.8507674932479858,,2
FedAvgM,5,torch,False,,losses_distributed_round_3,1.4486074447631836,,3
FedAvgM,5,torch,False,,losses_distributed_round_4,1.1152251958847046,,4
FedAvgM,5,torch,False,,losses_distributed_round_5,0.8155354857444763,,5
FedAvgM,5,torch,False,,losses_distributed_round_6,0.7351716160774231,,6
FedAvgM,5,torch,False,,losses_distributed_round_7,0.6965799927711487,,7
FedAvgM,5,torch,False,,losses_distributed_round_8,0.597144365310669,,8
FedAvgM,5,torch,False,,losses_distributed_round_9,0.5774226188659668,,9
FedAvgM,5,torch,False,,losses_distributed_round_10,0.5735964775085449,,10
FedAvgM,5,torch,False,,losses_centralized_round_0,2.349940538406372,,0
FedAvgM,5,torch,False,,losses_centralized_round_1,2.187605381011963,,1
FedAvgM,5,torch,False,,losses_centralized_round_2,1.850767731666565,,2
FedAvgM,5,torch,False,,losses_centralized_round_3,1.4486074447631836,,3
FedAvgM,5,torch,False,,losses_centralized_round_4,1.115225076675415,,4
FedAvgM,5,torch,False,,losses_centralized_round_5,0.8155354261398315,,5
FedAvgM,5,torch,False,,losses_centralized_round_6,0.7351716160774231,,6
FedAvgM,5,torch,False,,losses_centralized_round_7,0.6965799927711487,,7
FedAvgM,5,torch,False,,losses_centralized_round_8,0.597144365310669,,8
FedAvgM,5,torch,False,,losses_centralized_round_9,0.5774226188659668,,9
FedAvgM,5,torch,False,,losses_centralized_round_10,0.5735964775085449,,10
FedAvgM,5,torch,False,,metrics_centralized_round_0,0.6113426089286804,,0
FedAvgM,5,torch,False,,metrics_centralized_round_1,0.5941239595413208,,1
FedAvgM,5,torch,False,,metrics_centralized_round_2,0.5876984000205994,,2
FedAvgM,5,torch,False,,metrics_centralized_round_3,0.5881481766700745,,3
FedAvgM,5,torch,False,,metrics_centralized_round_4,0.5942708253860474,,4
FedAvgM,5,torch,False,,metrics_centralized_round_5,0.6039215922355652,,5
FedAvgM,5,torch,False,,metrics_centralized_round_6,0.6142746806144714,,6
FedAvgM,5,torch,False,,metrics_centralized_round_7,0.6234649419784546,,7
FedAvgM,5,torch,False,,metrics_centralized_round_8,0.6334027647972107,,8
FedAvgM,5,torch,False,,metrics_centralized_round_9,0.6423941850662231,,9
FedAvgM,5,torch,False,,metrics_centralized_round_10,0.6513257622718811,,10
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.2,2023-11-26 13:22:46,1
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,29.4,2023-11-26 13:23:35,1
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.3,2023-11-26 13:23:55,2
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,53.6,2023-11-26 13:24:35,2
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.7,2023-11-26 13:25:05,3
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,54.7,2023-11-26 13:26:04,3
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.2,2023-11-26 13:26:34,4
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,46.0,2023-11-26 13:27:13,4
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.6,2023-11-26 13:27:35,5
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,53.6,2023-11-26 13:28:34,5
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.8,2023-11-26 13:28:54,6
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,48.3,2023-11-26 13:29:53,6
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.5,2023-11-26 13:30:24,7
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,55.6,2023-11-26 13:31:20,7
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.5,2023-11-26 13:31:44,8
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,53.9,2023-11-26 13:32:23,8
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.4,2023-11-26 13:32:46,9
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,54.0,2023-11-26 13:33:24,9
FedAvgM,5,torch,False,5,cpu_utilization_fit,52.5,2023-11-26 13:33:46,10
FedAvgM,5,torch,False,5,cpu_utilization_evaluate,54.2,2023-11-26 13:34:25,10
